,Tipo de Empresa,Mercado,Edad Empresa,Rol,Fundador,% en Desarrollo,% en Gerencia de proyectos,% liderazgo técnico,% Gerencia de ingeniería,Experiencia en rol actual,Experiencia en desarrollo de software,Lenguaje más usado,Otro lenguaje ,Tipo de relación laboral,Modo de trabajo,Preferencias de modo,Tipo de titulo,PRE-grado relacionado Ing,POST-grado relacionado a Ing,Clases de programación en la universidad,Max Titulo,Bootcamp,Url bootcamp,Nivel de Ingles,Moneda de Pago,Remuneración Anual,Remuneración anual adicional,Remuneración Anual anterior,Pago Seguro de Salud,Pago Seguridad Social,Acciones dentro de la empresa,Total acciones,Precio acciones,Freelancer,Ingresos freelancer,Salario Justo,Web de trabajo,Ciudad Residencia,Origen,Año de Nacimiento,Cnt Hijos,Genero,Minoría racial o étnica,Horas de trabajo,Máx % Dev,Máx % I.M,Máx % Tech L,Máx % PM,Rol principal,Ingreso en dólares,Nivel de ingles,Ingreso en pesos,Order by Exp,count,Origen 2,Nacionalidad
42,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,iOS Developer,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2+ años,3 - 5 años,Swift,Objective-C,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,técnico,no,no,si,pregrado,No,,2,pesos,55000000.0,0,3500000,mi empleador,mi empleador,no,,,si,6000000,si,http://linkedin.com,Medellin,Colombia,1995,0,ella,no,,100,0,0,0,Desarrollo,14864.9,Intermedio,55000130.0,4,1,Colombia,Colombia
43,"Colombiana, Mer EEUU",consultoría y servicios de desarrollo de software a la medida,2 - 5,NodeJs Developer,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Javascript,TypeScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,78000000.0,13000000,48000000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Medellin,Colombia,1995,0,él,no,,100,0,0,0,Desarrollo,21081.1,Intermedio,78000070.0,4,1,Colombia,Colombia
44,"Colombiana, Mer Local","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,DevOps lead,no,60 - 70%,10 - 20%,20 - 30%,0 - 10%,2+ años,3 - 5 años,Python,"Java, JavaScript, bash",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,168000000.0,0,126000000,mi empleador,mi empleador,si - stock options,55000.0,725.0,no,0,si,http://linkedin.com,Bogota,Colombia,1993,0,él,no,,70,10,30,20,Desarrollo,45405.4,Intermedio,167999980.0,4,1,Colombia,Colombia
45,"Colombiana, Mer Local","servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",más de 10,Team leader,no,20 - 30%,10 - 20%,40 - 50%,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,C#,"Java, JavaScript, Python, TypeScript",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo en oficina,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,bachiller,No,,1,pesos,60000000.0,0,26400000,mi empleador,mi empleador,no,,,no,0,si,,Armenia,Colombia,1995,0,él,no,,30,0,50,20,Liderazgo Técnico,16216.2,Básico,59999940.0,4,1,Colombia,Colombia
46,"Colombiana, Mer Latam",consultoría y servicios de desarrollo de software a la medida,más de 10,Arquitecto Desarrollador,no,50 - 60%,20 - 30%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,Javascript,Go,contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,1,pesos,30000000.0,2500000,1688000,mi empleador,mi empleador,no,,,si,400000,no,http://linkedin.com,Bogota,Colombia,1997,0,él,no,,60,0,10,30,Desarrollo,8108.1,Básico,29999970.0,1,1,Colombia,Colombia
47,Freelancer,soy independiente,soy independiente,dev,si,40 - 50%,70 - 80%,50 - 60%,60 - 70%,10 - 15 años,2+ años,Ruby,"PHP, Python, TypeScript, Visual Basic .NET",obra o labor,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,universitario,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,pregrado,No,,1,pesos,25000000.0,100000,35000000,no tengo,no tengo,no,,,soy independiente,0,no,http://www.computrabago.com,Bogota,Colombia,1984,0,él,hispano,,50,70,60,80,Desarrollo,6756.8,Básico,25000160.0,3,1,Colombia,Colombia
48,"Colombiana, Mer Local","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",más de 10,Desarrollador web,no,90 - 100%,0 - 10%,10 - 20%,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,Javascript,PHP,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,pregrado,No,,1,pesos,21600000.0,21600000,30000000,mi empleador,mi empleador,no,,,si,5000000,no,https://colombia-dev.slack.com/archives/C03GS4CLW,Ibague,Colombia,1990,0,él,no,,100,0,20,10,Desarrollo,5837.8,Básico,21599860.0,4,1,Colombia,Colombia
49,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",más de 10,Senior software engineer,no,80 - 90%,0 - 10%,10 - 20%,0 - 10%,1+ año,5 - 10 años,Kotlin,"Java, Objective-C, Swift",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,160000000.0,100000000,60000000,yo,yo,si - stock options,150.0,525000000.0,no,0,si,http://linkedin.com,Bogota,Colombia,1993,0,él,no,,90,10,20,10,Desarrollo,43243.2,Intermedio,159999840.0,5,1,Colombia,Colombia
50,"Colombiana, Mer EEUU",consultoría y servicios de desarrollo de software a la medida,5 - 10,DESARROLLADOR,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Python,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,bachiller,No,,2,pesos,33600000.0,0,26400000,mi empleador,mi empleador,no,,,no,0,no,http://linkedin.com,Call,Colombia,1992,0,él,no,,100,0,0,0,Desarrollo,9081.1,Intermedio,33600070.0,4,1,Colombia,Colombia
51,"Colombiana, Mer Local","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,Tech Lead,no,40 - 50%,20 - 30%,20 - 30%,no tengo responsabilidades gerenciales,menos de 1 año,10 - 15 años,Javascript,"Groovy, PHP",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,si,pregrado,No,,3,pesos,136937268.0,42779100,96000000,mi empleador,mi empleador,no,,,no,0,si, http://linkedin.com,Cali,Colombia,1988,0,él,no,,50,0,30,30,Desarrollo,37010.1,Avanzado,136937370.0,6,1,Colombia,Colombia
52,"Colombiana, Mer EEUU",consultoría y servicios de desarrollo de software a la medida,más de 10,Ingeniero de software Junior,no,70 - 80%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,Javascript,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,ningúno,no,no,si,bachiller,Sí,https://makeitreal.camp/,2,pesos,48000000.0,0,3000000,mi empleador,mi empleador,no,0.0,0.0,no,0,no,https://colombiadev.slack.com/,Sabaneta,Colombia,1993,0,él,no,,80,0,0,0,Desarrollo,12973.0,Intermedio,48000100.0,4,1,Colombia,Colombia
53,"Colombiana, Mer Latam","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,backend developer,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,1+ año,Ruby,JavaScript,contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,universitario,si,no,si,pregrado,Sí,,2,pesos,48000000.0,0,2000000,mi empleador,mi empleador,no,,,no,0,no,http://linkedin.com,Bogota,Colombia,1989,0,él,no,,100,0,0,0,Desarrollo,12973.0,Intermedio,48000100.0,2,1,Colombia,Colombia
54,"Colombiana, Mer Local","servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,Junior Developer,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,1+ año,Javascript,Python,contrato a termino fijo,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,no,no,si,pregrado,Sí,https://worldtechmakers.com/,2,pesos,15600000.0,0,0,mi empleador,mi empleador,no,,,si,3000000,si,http://torre.com,Medellin,Colombia,1990,2,él,no,25.0,100,0,0,0,Desarrollo,4216.2,Intermedio,15599940.0,2,1,Colombia,Colombia
55,Extranjera,consultoría y servicios de desarrollo de software a la medida,2 - 5,QA Automation Engineer,no,70 - 80%,no tengo responsabilidades de este tipo,20 - 30%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Typescript,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,3,pesos,90000000.0,0,43800000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Envigado,Colombia,1990,0,ella,no,45.0,80,0,30,0,Desarrollo,24324.3,Avanzado,89999910.0,4,1,Colombia,Colombia
56,"Colombiana, Mer Latam",otro,2 - 5,Desarrollador de software,no,60 - 70%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,2+ años,2+ años,Python,Python,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo en oficina,universitario,si,no,si,pregrado,No,,1,pesos,18840000.0,0,0,no tengo,mi empleador,no,,,no,0,no,http://linkedIn.com,Cali,Colombia,1992,1,ella,no,40.0,70,0,10,10,Desarrollo,5091.9,Básico,18840030.0,3,1,Colombia,Colombia
57,"Colombiana, Mer EEUU",consultoría y servicios de desarrollo de software a la medida,5 - 10,Lìder Técnico,no,80 - 90%,0 - 10%,50 - 60%,no tengo responsabilidades gerenciales,3 - 5 años,10 - 15 años,Php,JavaScript,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo remoto,universitario,si,no,si,pregrado,No,,3,pesos,60000000.0,3000000,38000000,mi empleador,mi empleador,no,,,si,8000000,no,http://remote.jobs,Armenia,Colombia,1984,1,él,no,30.0,90,0,60,10,Desarrollo,16216.2,Avanzado,59999940.0,6,1,Colombia,Colombia
58,Extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,Desarrollador Web Senior,no,90 - 100%,90 - 100%,90 - 100%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,Ruby,JavaScript,contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,81024000.0,0,51600000,mi empleador,mi empleador,no,,,no,0,si,,Barranquilla,Colombia,1986,0,él,no,40.0,100,0,100,100,Desarrollo,21898.4,Intermedio,81024080.0,5,1,Colombia,Colombia
59,"Colombiana, Mer Latam","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,Tech Lead,no,30 - 40%,10 - 20%,10 - 20%,0 - 10%,2+ años,3 - 5 años,Ruby,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,1,pesos,84000000.0,7000000,2000000,mi empleador,mi empleador,no,,,si,2000000,no, http://linkedin.com,Bogota,Colombia,1990,0,él,no,40.0,40,10,20,20,Sin Clasificar,22702.7,Básico,83999990.0,4,1,Colombia,Colombia
60,,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,SEO Engineer,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,10 - 15 años,Javascript,PHP,contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,si,pregrado,No,,2,pesos,87840000.0,0,71520000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Cali,Colombia,1984,2,él,no,40.0,100,0,0,0,Desarrollo,23740.5,Intermedio,87839850.0,6,1,Colombia,Colombia
61,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,.Net developer,no,70 - 80%,10 - 20%,70 - 80%,30 - 40%,2+ años,10 - 15 años,C#,JavaScript,contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,si,si,maestria,No,,3,pesos,84000000.0,91000000,65000000,mi empleador,mi empleador,no,,,no,0,si,,Medellin,Colombia,1978,1,él,no,40.0,80,40,80,20,Desarrollo,22702.7,Avanzado,83999990.0,6,1,Colombia,Colombia
62,"Colombiana, Mer EEUU",consultoría y servicios de desarrollo de software a la medida,2 - 5,Mid Level Fullstack Developer,no,60 - 70%,0 - 10%,0 - 10%,0 - 10%,2+ años,5 - 10 años,Graphql,"PHP, Ruby",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,pregrado,No,,3,pesos,78000000.0,3600000,24000000,mi empleador,mi empleador,no,,,si,1500000,si,http://colombia-dev.slack.com,Cali,Colombia,1992,0,él,no,40.0,70,10,10,10,Desarrollo,21081.1,Avanzado,78000070.0,5,1,Colombia,Colombia
63,"Colombiana, Mer Local","servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Ingeniero de Desarrollo,no,40 - 50%,10 - 20%,10 - 20%,no tengo responsabilidades gerenciales,10 - 15 años,10 - 15 años,PL/SQL,"C#, Java, PHP",contrato a termino fijo,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo en oficina,universitario,si,si,si,maestria,No,,2,pesos,18540000.0,0,14400000,mi empleador,mi empleador,no,0.0,0.0,no,0,no,http://colombia-dev.slack.com,Cali,Colombia,1981,0,él,Afrocolombiano o Afrodescendiente,44.0,50,0,20,20,Desarrollo,5010.8,Intermedio,18539960.0,6,1,Colombia,Colombia
64,,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Frontend Engineer,no,70 - 80%,10 - 20%,30 - 40%,10 - 20%,10 - 15 años,5 - 10 años,Javascript,"JavaScript, Rust, TypeScript, WebAssembly",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,no,no,si,pregrado,No,,2,pesos,72000000.0,12000000,32000000,mi empleador,mi empleador,no,0.0,0.0,si,0,no,http://colombia-dev.slack.com,Medellin,Colombia,1986,0,él,no,40.0,80,20,40,20,Desarrollo,19459.5,Intermedio,72000150.0,5,1,Colombia,Colombia
65,"Colombiana, Mer Local",consultoría y servicios de desarrollo de software a la medida,más de 10,Ingeniero de Software,no,60 - 70%,10 - 20%,10 - 20%,no tengo responsabilidades gerenciales,10 - 15 años,10 - 15 años,Java,"JavaScript, Jsonnet",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,si,si,maestria,No,,1,pesos,42000000.0,4000000,0,mi empleador,mi empleador,no,,,si,15000000,no, http://linkedin.com,Pamplona,Colombia,1983,2,él,no,40.0,70,0,20,20,Desarrollo,11351.4,Básico,42000180.0,6,1,Colombia,Colombia
66,Extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,Software Developer,no,90 - 100%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,2+ años,Javascript,"Ruby, TypeScript",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,universitario,si,no,si,pregrado,No,,3,pesos,64800000.0,6000000,26400000,mi empleador,mi empleador,no,,,si,0,si,https://twitter.com,Medellin,Colombia,1993,0,él,no,42.0,100,0,10,10,Desarrollo,17513.5,Avanzado,64799950.0,3,1,Colombia,Colombia
67,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Senior Systems Engineer,no,80 - 90%,0 - 10%,10 - 20%,0 - 10%,menos de 1 año,3 - 5 años,Java,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,no,si,pregrado,No,,2,pesos,72000000.0,6000000,50000000,mi empleador,mi empleador,no,,,no,0,si,,Bogota,Colombia,1994,0,él,no,40.0,90,10,20,10,Desarrollo,19459.5,Intermedio,72000150.0,4,1,Colombia,Colombia
68,"Colombiana, Mer Local",consultoría y servicios de desarrollo de software a la medida,2 - 5,Desarrollador Java,no,90 - 100%,no tengo responsabilidades de este tipo,90 - 100%,no tengo responsabilidades gerenciales,1+ año,5 - 10 años,Java,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,no,si,pregrado,No,,1,pesos,36000000.0,0,1800000,mi empleador,mi empleador,no,0.0,0.0,no,0,no,http://linkedin.com,Bogota,Colombia,1989,1,ella,no,40.0,100,0,100,0,Desarrollo,9729.7,Básico,35999890.0,5,1,Colombia,Colombia
69,Extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",más de 10,Development SSr Analyst,no,90 - 100%,no tengo responsabilidades de este tipo,20 - 30%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Go,"Java, JavaScript, TypeScript",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,pregrado,No,,1,pesos,82392000.0,20000000,57600000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Bogota,Colombia,1988,0,él,no,40.0,100,0,30,0,Desarrollo,22268.1,Básico,82391970.0,5,1,Colombia,Colombia
70,Extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,Semi Senior Backend Developer,no,60 - 70%,no tengo responsabilidades de este tipo,10 - 20%,10 - 20%,2+ años,5 - 10 años,Go,"Java, Python",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,70800000.0,3400000,3300000,mi empleador,mi empleador,si - stock options,7500.0,0.36,si,3000000,si,http://linkedin.com,Bogota,Colombia,1994,0,él,no,9.0,70,20,20,0,Desarrollo,19135.1,Intermedio,70799870.0,5,1,Colombia,Colombia
