,Tipo de Empresa,Mercado,Edad Empresa,Rol,Fundador,% en Desarrollo,% en Gerencia de proyectos,% liderazgo técnico,% Gerencia de ingeniería,Experiencia en rol actual,Experiencia en desarrollo de software,Lenguaje más usado,Otro lenguaje ,Tipo de relación laboral,Modo de trabajo,Preferencias de modo,Tipo de titulo,PRE-grado relacionado Ing,POST-grado relacionado a Ing,Clases de programación en la universidad,Max Titulo,Bootcamp,Url bootcamp,Nivel de Ingles,Moneda de Pago,Remuneración Anual,Remuneración anual adicional,Remuneración Anual anterior,Pago Seguro de Salud,Pago Seguridad Social,Acciones dentro de la empresa,Total acciones,Precio acciones,Freelancer,Ingresos freelancer,Salario Justo,Web de trabajo,Ciudad Residencia,Origen,Año de Nacimiento,Cnt Hijos,Genero,Minoría racial o étnica,Horas de trabajo,Máx % Dev,Máx % I.M,Máx % Tech L,Máx % PM,Rol principal,Ingreso en dólares,Nivel de ingles,Ingreso en pesos,Order by Exp,count,Origen 2,Nacionalidad
1026,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,React Developer,no,70 - 80%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2+ años,5 - 10 años,Javascript,"Java, Swift",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,84000000.0,0,0,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Medellin,Colombia,1990,0,él,no,40.0,80,0,0,0,Desarrollo,22702.7,Intermedio,83999990.0,5,1,Colombia,Colombia
1027,Extranjera,otro,más de 10,Analista de datos,no,60 - 70%,30 - 40%,0 - 10%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,Python,"C#, JavaScript, PHP, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,"técnico, tecnología, bachiller técnico",No,,1,pesos,43140000.0,0,0,mi empleador,mi empleador,no,,,no,0,no,https://www.linkedin.com/,Medellin,Colombia,1994,0,él,no,48.0,70,0,10,40,Desarrollo,11659.5,Básico,43140150.0,5,1,Colombia,Colombia
1028,"Colombiana, Mer Local","servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Analista de Tecnología,no,10 - 20%,70 - 80%,10 - 20%,0 - 10%,5 - 10 años,5 - 10 años,Apex,"ninguno,  por que soy manager 😭",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,no,pregrado,No,,3,pesos,70000000.0,200000,6000000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Medellin,Colombia,1989,1,él,no,48.0,20,10,20,80,Gestión de Proyectos,18918.9,Avanzado,69999930.0,5,1,Colombia,Colombia
1029,"Colombiana, Mer Local","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",menos de 1,Analista de Bases de Datos ,no,30 - 40%,no tengo responsabilidades de este tipo,90 - 100%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Sql,R,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,no,si,si,maestria,No,https://datacamp.com,3,pesos,67200000.0,75000000,50000000,mi empleador,mi empleador,no,,,no,0,si,https://www.google.com/url?q=http://linkedin.com&sa=D&ust=1594086774380000&usg=AFQjCNEi7LSZ5FWo22MdQn7K89wW6ED3bg,Medellin,Colombia,1994,0,él,no,50.0,40,0,100,0,Liderazgo Técnico,18162.2,Avanzado,67200140.0,4,1,Colombia,Colombia
1030,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,iOS Developer,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,1+ año,Swift,JavaScript,contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo en oficina,universitario,si,no,si,pregrado,No,,2,pesos,44400000.0,0,0,mi empleador,mi empleador,no,,,no,0,si,,Itagui,Colombia,1995,0,él,no,45.0,100,0,0,0,Desarrollo,12000.0,Intermedio,44400000.0,2,1,Colombia,Colombia
1031,"Colombiana, Mer Local","servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Analista de tecnología de ti,no,70 - 80%,10 - 20%,0 - 10%,0 - 10%,3 - 5 años,10 - 15 años,Javascript,"C#, PowerShell, SQL, TypeScript",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,pregrado,No,,2,pesos,90000000.0,10000000,60000000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Medellin,Colombia,1984,0,él,no,45.0,80,10,10,20,Desarrollo,24324.3,Intermedio,89999910.0,6,1,Colombia,Colombia
1032,"Colombiana, Mer Local","servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,Director de tecnología,si,40 - 50%,20 - 30%,0 - 10%,10 - 20%,3 - 5 años,5 - 10 años,Javascript,"PHP, Python, SQL",contrato a termino fijo,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,1,pesos,40000000.0,0,4800000,yo,yo,si - dividendos,5000.0,1000.0,no,0,no,http://linkedin.com,Medellin,Colombia,1984,2,él,no,48.0,50,20,10,30,Desarrollo,10810.8,Básico,39999960.0,5,1,Colombia,Colombia
1033,,otro,más de 10,Líder de desarrollo ,no,40 - 50%,no tengo responsabilidades de este tipo,50 - 60%,no tengo responsabilidades gerenciales,2+ años,2+ años,Python,TypeScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo en oficina,universitario,si,si,si,pregrado,No,,2,pesos,59000000.0,10000000,38400000,mi empleador,mi empleador,no,,,no,0,si,,Medellin,Colombia,1994,0,él,no,40.0,50,0,60,0,Desarrollo,15945.9,Intermedio,58999830.0,3,1,Colombia,Colombia
1034,,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Analista de Desarrollo de TI,no,60 - 70%,20 - 30%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,Javascript,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,62000000.0,24000000,79000000,mi empleador,mi empleador,no,0.0,,no,0,si,,Medellin,Colombia,1990,0,él,no,42.0,70,0,0,30,Desarrollo,16756.8,Intermedio,62000160.0,5,1,Colombia,Colombia
1035,,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Analista de Desarrollo,no,30 - 40%,no tengo responsabilidades de este tipo,80 - 90%,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,Java,FreeMarker,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,si,si,pregrado,No,,1,pesos,72000000.0,24000000,60000000,mi empleador,mi empleador,no,,,no,0,si,,Medellin,Colombia,1988,0,él,no,40.0,40,0,90,0,Liderazgo Técnico,19459.5,Básico,72000150.0,5,1,Colombia,Colombia
1036,,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Analista de Desarrollo,no,30 - 40%,no tengo responsabilidades de este tipo,80 - 90%,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,Java,FreeMarker,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,si,si,pregrado,No,,1,pesos,72000000.0,24000000,60000000,mi empleador,mi empleador,no,,,no,0,si,,Medellin,Colombia,1988,0,él,no,40.0,40,0,90,0,Liderazgo Técnico,19459.5,Básico,72000150.0,5,1,Colombia,Colombia
1037,Freelancer,soy independiente,soy independiente,Consultor ABAP freelance,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Abap,"Python, SQL",Pago por horas,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,70000000.0,10000000,60000000,yo,yo,no,,,soy independiente,0,si,http://www.linkedin.com,Medellin,Colombia,1991,0,él,no,50.0,90,0,20,0,Desarrollo,18918.9,Intermedio,69999930.0,4,1,Colombia,Colombia
1038,"Colombiana, Mer Latam","servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Analista de tecnología,no,50 - 60%,40 - 50%,no tengo responsabilidades de liderazgo técnico,0 - 10%,3 - 5 años,3 - 5 años,Java,"Java, JavaScript, Shell",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,"técnico, tecnología, bachiller técnico",No,,1,pesos,60000000.0,7500000,36000000,mi empleador,mi empleador,no,,,no,0,si,https://www.magneto365.com,Medellin,Colombia,1991,0,él,no,40.0,60,10,0,50,Desarrollo,16216.2,Básico,59999940.0,4,1,Colombia,Colombia
1039,,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",5 - 10,CTO,si,50 - 60%,10 - 20%,0 - 10%,0 - 10%,5 - 10 años,5 - 10 años,Swift,"Java, JavaScript, Objective-C",contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,68400000.0,2850000,0,mi empleador,mi empleador,si - dividendos,5.0,,no,0,si,,Cali,Colombia,1990,1,él,no,40.0,60,10,10,20,Desarrollo,18486.5,Intermedio,68400050.0,5,1,Colombia,Colombia
1040,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,analista,no,60 - 70%,10 - 20%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,más de 15 años,más de 15 años,No respondio,"C#, Java, Kotlin, PHP, Visual Basic .NET",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,si,si,maestria,No,,3,pesos,72000000.0,90000000,90000000,mi empleador,mi empleador,no,,,no,0,no, http://linkedin.com,Bogota,Colombia,1981,2,él,no,40.0,70,0,0,20,Desarrollo,19459.5,Avanzado,72000150.0,7,1,Colombia,Colombia
1041,"Colombiana, Mer Local","servicio no tecnológico (banca, seguros, contabilidad, etc)",2 - 5,No especificado,no,30 - 40%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Php,PHP,Contrato por tarea,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo en oficina,universitario,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,pregrado,No,,1,pesos,15000000.0,1300000,1800000,yo,yo,no,,,no,0,no,,Bucaramanga,Colombia,1993,0,él,no,48.0,40,0,0,0,Sin Clasificar,4054.1,Básico,15000170.0,4,1,Colombia,Colombia
1042,Freelancer,soy independiente,soy independiente,Ingeniero de software,no,90 - 100%,no tengo responsabilidades de este tipo,40 - 50%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Java,TypeScript,contrato a termino fijo,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,pregrado,No,,1,pesos,85000000.0,0,0,yo,yo,no,,,no,0,si,,Bogota,Colombia,1991,0,él,no,40.0,100,0,50,0,Desarrollo,22973.0,Básico,85000100.0,4,1,Colombia,Colombia
1043,"Colombiana, Mer Latam",otro,más de 10,Analista ,no,60 - 70%,10 - 20%,70 - 80%,30 - 40%,3 - 5 años,5 - 10 años,Php,"C#, PHP, Python, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,no,si,pregrado,No,,2,pesos,54000000.0,3600000,48000000,mi empleador,mi empleador,no,,,si,3000000,si,http://computrabajo.com,Bello,Colombia,1987,1,él,no,50.0,70,40,80,20,Desarrollo,14594.6,Intermedio,54000020.0,5,1,Colombia,Colombia
1044,"Colombiana, Mer Local",consultoría y servicios de desarrollo de software a la medida,5 - 10,Desarrollador junior,no,60 - 70%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,Java,"Java, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,bachiller,No,,1,pesos,21600000.0,2400000,0,mi empleador,mi empleador,no,,,no,0,si,,Medellin,Colombia,1996,0,él,no,45.0,70,0,0,0,Desarrollo,5837.8,Básico,21599860.0,1,1,Colombia,Colombia
1045,"Colombiana, Mer Latam","servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Coordinador de desarrollo,no,0 - 10%,50 - 60%,30 - 40%,20 - 30%,5 - 10 años,2+ años,"Ninguno, por que soy manager 😭","ninguno,  por que soy manager 😭",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,1,pesos,52464000.0,20111200,39600000,mi empleador,mi empleador,no,,,no,0,no,http://linkedin.com,El cerrito,Colombia,1986,0,él,no,50.0,10,30,40,60,Gestión de Proyectos,14179.5,Básico,52464150.0,3,1,Colombia,Colombia
1046,"Colombiana, Mer Local","servicio no tecnológico (banca, seguros, contabilidad, etc)",5 - 10,Ingeniero de sistemas,no,70 - 80%,10 - 20%,0 - 10%,no tengo responsabilidades gerenciales,1+ año,2+ años,Java,"JavaScript, SQL, TypeScript",contrato a termino fijo,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,pregrado,No,,2,pesos,26400000.0,2200000,19200000,mi empleador,mi empleador,no,0.0,0.0,no,0,si,http://linkedin.com,Medellin,Colombia,1993,0,él,no,40.0,80,0,10,20,Desarrollo,7135.1,Intermedio,26399870.0,3,1,Colombia,Colombia
1047,"Colombiana, Mer Local",consultoría y servicios de desarrollo de software a la medida,más de 10,Desarrollador .Net,no,60 - 70%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,C#,"JavaScript, PowerShell, SQL, TSQL, Visual Basic .NET",contrato a termino fijo,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,universitario,si,no,no,pregrado,No,,2,pesos,34800000.0,0,38400000,mi empleador,mi empleador,no,,,no,0,no,https://www.linkedin.com/,Medellin,Colombia,1982,0,él,no,48.0,70,0,10,10,Desarrollo,9405.4,Intermedio,34799980.0,5,1,Colombia,Colombia
1048,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Application Development Analyst,no,80 - 90%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,2+ años,2+ años,Angular,"Java, JavaScript, Python",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,1,pesos,41232000.0,6800000,0,mi empleador,mi empleador,no,,,no,0,no,http://linkedin.com,Medellin,Colombia,1994,0,él,no,40.0,90,0,10,10,Desarrollo,11143.8,Básico,41232060.0,3,1,Colombia,Colombia
1049,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,[redactado],no,50 - 60%,no tengo responsabilidades de este tipo,20 - 30%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Php,Go,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,ningúno,no,si,si,bachiller,No,,3,pesos,99600000.0,7000000,3200000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Bogota,Colombia,1986,1,él,no,40.0,60,0,30,0,Desarrollo,26918.9,Avanzado,99599930.0,5,1,Colombia,Colombia
1050,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Backend Developer,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,2+ años,5 - 10 años,Kotlin,"Groovy, Java, Python, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,estoy estudiando,si,no,si,bachiller,No,,3,pesos,92400000.0,0,52800000,mi empleador,mi empleador,no,,,no,0,no,,Medellin,Colombia,1989,0,él,no,45.0,90,0,10,0,Desarrollo,24973.0,Avanzado,92400100.0,5,1,Colombia,Colombia
1051,"Colombiana, Mer EEUU","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",más de 10,iOS developer,no,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,1+ año,1+ año,Swift,"Ruby, Shell",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,48000000.0,0,0,mi empleador,mi empleador,no,,,no,0,si,,Medellin,Colombia,1992,0,él,no,45.0,80,0,10,10,Desarrollo,12973.0,Intermedio,48000100.0,2,1,Colombia,Colombia
1052,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Web engineer,no,50 - 60%,no tengo responsabilidades de este tipo,20 - 30%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Php,"JavaScript, Python",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,100000000.0,0,50000000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Bogota,Colombia,1989,0,él,no,40.0,60,0,30,0,Desarrollo,27027.0,Intermedio,99999900.0,5,1,Colombia,Colombia
1053,"Colombiana, Mer Local","servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Ingeniero de datos,no,70 - 80%,20 - 30%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2+ años,5 - 10 años,Shell,"Python, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,soy estudiante de post-grado relacionado a ing de sistemas,si,pregrado,No,,1,pesos,64800000.0,5400000,32400000,yo,mi empleador,no,,,no,0,no,http://linkedin.com,Medellin,Colombia,1984,2,él,no,45.0,80,0,0,30,Desarrollo,17513.5,Básico,64799950.0,5,1,Colombia,Colombia
1054,"Colombiana, Mer Local",consultoría y servicios de desarrollo de software a la medida,más de 10,Técnico en programación de software,no,60 - 70%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,Visual foxpro,Python,Contrato de aprendizaje,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,estoy estudiando,no,no,no,bachiller,No,,1,pesos,100800000.0,840000,0,mi empleador,mi empleador,no,,,no,0,si,,Cali,Venezuela,1998,0,él,no,40.0,70,0,0,0,Desarrollo,27243.2,Básico,100799840.0,1,1,Extranjero,Extranjero
1055,"Colombiana, Mer Local",consultoría y servicios de desarrollo de software a la medida,más de 10,Técnico en programación de software,no,60 - 70%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,Visual foxpro,Python,Contrato de aprendizaje,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,estoy estudiando,no,no,no,bachiller,No,,1,pesos,100800000.0,840000,0,mi empleador,mi empleador,no,,,no,0,si,,Cali,Venezuela,1998,0,él,no,40.0,70,0,0,0,Desarrollo,27243.2,Básico,100799840.0,1,1,Extranjero,Extranjero
1056,"Colombiana, Mer Local",otro,más de 10,No especificado,no,40 - 50%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,1+ año,Java,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,24000000.0,0,0,mi empleador,mi empleador,no,,,no,0,no,,Bogota,Colombia,1996,0,él,no,45.0,50,0,10,10,Desarrollo,6486.5,Intermedio,24000050.0,2,1,Colombia,Colombia
1057,Extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,Test Automatin Consultant,no,80 - 90%,10 - 20%,80 - 90%,80 - 90%,10 - 15 años,10 - 15 años,Javascript,"C#, Java, SQL",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo remoto,universitario,si,no,si,pregrado,Sí, https://udemy.com,3,pesos,162000000.0,0,120000000,mi empleador,yo,no,0.0,0.0,si,6000000,si,http://linkedin.com ,Medellin,Colombia,1986,0,él,no,40.0,90,90,90,20,Desarrollo,43783.8,Avanzado,162000060.0,6,1,Colombia,Colombia
1058,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Java Developer Semi Senior,no,90 - 100%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,Java,Java,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo remoto,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,"técnico, tecnología, bachiller técnico",No,,2,pesos,62400000.0,5000000,38400000,mi empleador,mi empleador,no,,,no,680000,si,https://linkedin.com,Medellin,Colombia,1990,0,él,no,45.0,100,0,20,0,Desarrollo,16864.9,Intermedio,62400130.00000001,4,1,Colombia,Colombia
1059,"Colombiana, Mer Local","servicio no tecnológico (banca, seguros, contabilidad, etc)",2 - 5,Analista Backend,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,1+ año,más de 15 años,Java,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,pregrado,No,,2,pesos,144000000.0,18000000,98000000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Bogota,Colombia,1982,0,él,no,40.0,90,0,20,0,Desarrollo,38918.9,Intermedio,143999930.0,7,1,Colombia,Colombia
1060,Extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,Engineer II,no,60 - 70%,0 - 10%,10 - 20%,no tengo responsabilidades gerenciales,2+ años,10 - 15 años,Ruby,"Java, JavaScript, Python, Shell, TypeScript",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,universitario,si,no,si,maestria,No,,3,pesos,12250000.0,12250000,5800000,yo,mi empleador,si - stock options,42050.0,0.026000000000000002,no,0,si,http://linkedin.com,Cajica,Colombia,1985,0,él,no,40.0,70,0,20,10,Desarrollo,3310.8,Avanzado,12249960.0,6,1,Colombia,Colombia
1061,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",más de 10,Web UI Engineer,no,60 - 70%,20 - 30%,60 - 70%,20 - 30%,3 - 5 años,10 - 15 años,Javascript,"JavaScript, TypeScript",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,si,si,maestria,No,,3,pesos,96000000.0,0,60000000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Bogota,Colombia,1988,0,él,no,45.0,70,30,70,30,Desarrollo,25945.9,Avanzado,95999830.0,6,1,Colombia,Colombia
1062,"Colombiana, Mer Latam","servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",1,Lead Sofware Development Engineer in Test,no,70 - 80%,10 - 20%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Java,"Groovy, Ruby, Scala, Shell",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,106000000.0,8800000,180000000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Bogota,Colombia,1988,0,él,no,40.0,80,0,10,20,Desarrollo,28648.6,Intermedio,105999820.0,5,1,Colombia,Colombia
1063,"Colombiana, Mer EEUU",consultoría y servicios de desarrollo de software a la medida,más de 10,Software developer,no,70 - 80%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,2+ años,5 - 10 años,Groovy,"Java, JavaScript, Python, TypeScript",contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,pregrado,Sí,,2,pesos,48000000.0,7600000,20400000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Itagui,Colombia,1991,0,él,no,45.0,80,0,20,0,Desarrollo,12973.0,Intermedio,48000100.0,5,1,Colombia,Colombia
1064,"Colombiana, Mer EEUU",consultoría y servicios de desarrollo de software a la medida,más de 10,Software Engineer,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Php,"JavaScript, Ruby",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,ningúno,si,no,si,ninguno,No,,3,pesos,42000000.0,42000000,26400000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Barranquilla,Colombia,1984,1,él,no,48.0,100,0,0,0,Desarrollo,11351.4,Avanzado,42000180.0,4,1,Colombia,Colombia
1065,"Colombiana, Mer Local",consultoría y servicios de desarrollo de software a la medida,más de 10,Desarrollador Backend,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,Python,Python,contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo en oficina,universitario,si,no,si,pregrado,No,,1,pesos,41076000.0,22125816,0,mi empleador,mi empleador,no,,,no,0,si,,Bogota,Colombia,1976,2,él,no,50.0,100,0,0,0,Desarrollo,11101.6,Básico,41075920.0,5,1,Colombia,Colombia
1066,"Colombiana, Mer Local",consultoría y servicios de desarrollo de software a la medida,más de 10,CTO,no,70 - 80%,20 - 30%,20 - 30%,20 - 30%,3 - 5 años,5 - 10 años,Python,JavaScript,contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo en oficina,universitario,si,no,si,pregrado,No,,1,pesos,58200000.0,89535912,38400000,mi empleador,mi empleador,si - stock options,10000.0,240.0,no,0,no,,Bogota,Colombia,1989,0,él,no,50.0,80,30,30,30,Desarrollo,15729.7,Básico,58199890.0,5,1,Colombia,Colombia
1067,,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Analista de Desarrollo,no,30 - 40%,no tengo responsabilidades de este tipo,80 - 90%,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,Java,FreeMarker,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,si,si,pregrado,No,,1,pesos,72000000.0,24000000,60000000,mi empleador,mi empleador,no,,,no,0,si,,Medellin,Colombia,1988,0,él,no,40.0,40,0,90,0,Liderazgo Técnico,19459.5,Básico,72000150.0,5,1,Colombia,Colombia
